freq,psd_x,psd_y,psd_z,psd_xyz
127.7,1.141e+03,3.487e+04,1.190e+04,4.791e+04
129.3,1.529e+03,3.557e+04,1.121e+04,4.831e+04
130.9,2.049e+03,3.578e+04,9.538e+03,4.736e+04
132.5,1.854e+03,2.536e+04,5.675e+03,3.289e+04
134.1,6.787e+02,5.858e+03,1.928e+03,8.465e+03
135.7,4.238e+02,3.032e+03,1.614e+03,5.070e+03
137.3,3.670e+02,3.785e+03,2.068e+03,6.220e+03
138.9,3.645e+02,4.662e+03,3.087e+03,8.113e+03
140.5,5.270e+02,5.805e+03,4.658e+03,1.099e+04
142.1,7.854e+02,6.656e+03,5.795e+03,1.324e+04
143.7,6.714e+02,6.625e+03,4.699e+03,1.200e+04
145.3,3.165e+02,4.599e+03,2.408e+03,7.323e+03
146.9,1.892e+02,2.693e+03,1.398e+03,4.280e+03
148.5,1.647e+02,1.302e+03,8.272e+02,2.294e+03
150.1,1.186e+02,8.952e+02,3.922e+02,1.406e+03
151.7,8.106e+01,1.665e+03,2.790e+02,2.025e+03
153.3,8.076e+01,2.196e+03,3.448e+02,2.622e+03
154.9,9.597e+01,2.563e+03,4.231e+02,3.082e+03
156.4,1.035e+02,2.481e+03,4.381e+02,3.023e+03
158.0,1.524e+02,2.309e+03,4.721e+02,2.934e+03
159.6,1.676e+02,1.960e+03,6.293e+02,2.757e+03
161.2,1.906e+02,1.813e+03,7.360e+02,2.740e+03
162.8,2.086e+02,2.048e+03,9.050e+02,3.161e+03
164.4,2.159e+02,2.378e+03,1.106e+03,3.700e+03
166.0,2.414e+02,2.718e+03,1.281e+03,4.240e+03
167.6,2.483e+02,2.972e+03,1.433e+03,4.653e+03
169.2,2.301e+02,3.097e+03,1.523e+03,4.850e+03
170.8,2.003e+02,3.829e+03,1.549e+03,5.578e+03
172.4,1.697e+02,5.898e+03,1.723e+03,7.791e+03
174.0,1.328e+02,6.397e+03,1.726e+03,8.256e+03
175.6,1.071e+02,5.859e+03,1.524e+03,7.490e+03
177.2,8.540e+01,5.313e+03,1.306e+03,6.704e+03
178.8,7.546e+01,4.730e+03,1.062e+03,5.867e+03
180.4,8.225e+01,4.217e+03,8.570e+02,5.157e+03
182.0,1.114e+02,3.986e+03,6.719e+02,4.769e+03
183.6,1.757e+02,3.569e+03,4.552e+02,4.200e+03
185.2,2.841e+02,3.333e+03,3.208e+02,3.938e+03
186.8,4.447e+02,3.353e+03,3.002e+02,4.097e+03
188.4,6.236e+02,3.684e+03,3.749e+02,4.683e+03
190.0,7.421e+02,4.011e+03,5.386e+02,5.292e+03
191.6,8.014e+02,3.756e+03,7.364e+02,5.294e+03
193.2,8.168e+02,3.703e+03,8.984e+02,5.418e+03
194.8,8.461e+02,4.253e+03,1.135e+03,6.234e+03
196.4,8.479e+02,4.338e+03,1.361e+03,6.547e+03
198.0,8.642e+02,4.660e+03,1.457e+03,6.981e+03
199.5,1.011e+03,5.671e+03,1.703e+03,8.385e+03
