freq,psd_x,psd_y,psd_z,psd_xyz
67.0,6.740e+04,1.059e+04,2.805e+04,1.060e+05
68.6,7.472e+04,6.178e+03,4.230e+04,1.232e+05
70.2,8.391e+04,2.984e+03,6.262e+04,1.495e+05
71.8,8.426e+04,2.291e+03,7.753e+04,1.641e+05
73.4,6.873e+04,3.109e+03,7.392e+04,1.458e+05
75.0,5.598e+04,3.788e+03,7.079e+04,1.306e+05
76.6,4.694e+04,5.720e+03,7.257e+04,1.252e+05
78.2,4.308e+04,8.987e+03,7.967e+04,1.317e+05
79.8,4.143e+04,1.494e+04,8.563e+04,1.420e+05
81.4,3.757e+04,2.255e+04,8.396e+04,1.441e+05
83.0,3.282e+04,2.862e+04,7.700e+04,1.384e+05
84.6,2.995e+04,3.186e+04,7.200e+04,1.338e+05
86.2,2.761e+04,3.455e+04,6.596e+04,1.281e+05
87.8,2.579e+04,3.758e+04,5.975e+04,1.231e+05
89.4,2.283e+04,4.027e+04,5.513e+04,1.182e+05
91.0,1.784e+04,4.225e+04,5.131e+04,1.114e+05
92.6,1.346e+04,4.299e+04,4.953e+04,1.060e+05
94.2,1.077e+04,4.653e+04,5.343e+04,1.107e+05
95.8,1.130e+04,5.890e+04,6.051e+04,1.307e+05
97.4,1.486e+04,7.523e+04,6.639e+04,1.565e+05
99.0,1.785e+04,8.708e+04,7.294e+04,1.779e+05
100.6,1.850e+04,9.492e+04,8.563e+04,1.991e+05
102.2,2.231e+04,1.095e+05,1.149e+05,2.468e+05
103.8,2.904e+04,1.216e+05,1.437e+05,2.943e+05
105.3,3.128e+04,1.148e+05,1.534e+05,2.995e+05
106.9,3.932e+04,1.336e+05,1.879e+05,3.609e+05
108.5,5.512e+04,1.720e+05,2.323e+05,4.594e+05
110.1,6.951e+04,2.209e+05,2.722e+05,5.626e+05
111.7,1.076e+05,3.244e+05,4.258e+05,8.578e+05
113.3,2.623e+05,5.824e+05,1.093e+06,1.938e+06
114.9,4.478e+05,8.420e+05,1.885e+06,3.175e+06
116.5,5.943e+05,1.015e+06,2.510e+06,4.119e+06
118.1,7.221e+05,1.116e+06,3.009e+06,4.847e+06
119.7,7.103e+05,1.036e+06,2.939e+06,4.685e+06
121.3,6.242e+05,9.518e+05,2.726e+06,4.302e+06
122.9,5.817e+05,9.626e+05,2.744e+06,4.288e+06
124.5,5.289e+05,8.996e+05,2.602e+06,4.031e+06
126.1,4.413e+05,7.805e+05,2.255e+06,3.477e+06
127.7,3.811e+05,6.882e+05,2.003e+06,3.072e+06
129.3,3.550e+05,6.408e+05,1.892e+06,2.887e+06
130.9,3.578e+05,6.411e+05,1.913e+06,2.912e+06
132.5,2.630e+05,4.755e+05,1.407e+06,2.146e+06
134.1,4.548e+04,8.481e+04,2.416e+05,3.719e+05
135.7,4.742e+03,1.045e+04,2.236e+04,3.756e+04
137.3,4.294e+03,8.640e+03,1.953e+04,3.247e+04
138.9,3.758e+03,6.469e+03,1.640e+04,2.662e+04
140.5,3.667e+03,5.810e+03,1.525e+04,2.473e+04
142.1,3.699e+03,5.728e+03,1.490e+04,2.432e+04
143.7,3.363e+03,5.465e+03,1.373e+04,2.256e+04
145.3,3.016e+03,5.140e+03,1.260e+04,2.076e+04
146.8,2.993e+03,5.122e+03,1.303e+04,2.114e+04
148.4,3.319e+03,5.475e+03,1.509e+04,2.388e+04
150.0,3.669e+03,6.076e+03,1.790e+04,2.765e+04
151.6,3.316e+03,5.537e+03,1.664e+04,2.549e+04
153.2,3.078e+03,5.074e+03,1.588e+04,2.403e+04
154.8,2.933e+03,4.717e+03,1.580e+04,2.345e+04
156.4,2.902e+03,4.553e+03,1.609e+04,2.355e+04
158.0,2.868e+03,4.628e+03,1.631e+04,2.380e+04
159.6,2.097e+03,3.860e+03,1.212e+04,1.807e+04
161.2,1.424e+03,2.886e+03,8.135e+03,1.245e+04
162.8,1.062e+03,2.231e+03,6.060e+03,9.353e+03
164.4,8.309e+02,1.876e+03,4.953e+03,7.660e+03
166.0,6.942e+02,1.699e+03,4.511e+03,6.904e+03
167.6,6.034e+02,1.718e+03,4.542e+03,6.864e+03
169.2,5.935e+02,2.014e+03,5.536e+03,8.144e+03
170.8,6.956e+02,2.440e+03,7.929e+03,1.106e+04
172.4,1.145e+03,2.878e+03,1.254e+04,1.657e+04
174.0,1.423e+03,3.058e+03,1.326e+04,1.774e+04
175.6,1.549e+03,3.015e+03,1.171e+04,1.628e+04
177.2,1.578e+03,2.626e+03,9.912e+03,1.412e+04
178.8,1.567e+03,2.052e+03,7.737e+03,1.136e+04
180.4,1.798e+03,1.890e+03,6.977e+03,1.067e+04
182.0,2.072e+03,1.776e+03,6.500e+03,1.035e+04
183.6,2.245e+03,1.473e+03,5.955e+03,9.673e+03
185.2,2.282e+03,1.464e+03,5.290e+03,9.036e+03
186.8,2.360e+03,1.452e+03,5.145e+03,8.957e+03
188.3,2.630e+03,1.556e+03,5.719e+03,9.905e+03
189.9,2.941e+03,1.604e+03,6.760e+03,1.131e+04
191.5,3.222e+03,1.515e+03,7.923e+03,1.266e+04
193.1,3.970e+03,1.444e+03,1.039e+04,1.580e+04
194.7,5.100e+03,1.365e+03,1.391e+04,2.038e+04
196.3,5.558e+03,1.213e+03,1.585e+04,2.262e+04
197.9,6.079e+03,1.175e+03,1.807e+04,2.533e+04
199.5,6.972e+03,1.332e+03,2.132e+04,2.962e+04
