freq,psd_x,psd_y,psd_z,psd_xyz
67.1,2.689e+04,1.440e+04,1.499e+05,1.912e+05
68.7,2.243e+04,1.062e+04,1.151e+05,1.482e+05
70.3,1.917e+04,1.008e+04,8.794e+04,1.172e+05
71.9,1.552e+04,9.944e+03,5.716e+04,8.263e+04
73.5,1.277e+04,8.809e+03,3.728e+04,5.886e+04
75.1,1.155e+04,7.033e+03,3.150e+04,5.009e+04
76.7,1.117e+04,5.292e+03,3.197e+04,4.843e+04
78.3,1.168e+04,4.199e+03,3.122e+04,4.710e+04
79.9,1.205e+04,3.234e+03,2.942e+04,4.471e+04
81.5,1.254e+04,2.716e+03,2.806e+04,4.332e+04
83.1,1.201e+04,2.631e+03,2.685e+04,4.149e+04
84.7,1.149e+04,2.815e+03,2.593e+04,4.024e+04
86.3,1.142e+04,3.277e+03,2.539e+04,4.008e+04
87.9,1.170e+04,3.774e+03,2.641e+04,4.188e+04
89.5,1.130e+04,4.109e+03,2.855e+04,4.396e+04
91.1,1.045e+04,4.249e+03,3.037e+04,4.507e+04
92.7,9.806e+03,4.553e+03,3.092e+04,4.528e+04
94.3,8.663e+03,4.701e+03,3.120e+04,4.457e+04
95.9,7.107e+03,5.636e+03,3.250e+04,4.524e+04
97.5,6.550e+03,7.482e+03,3.400e+04,4.803e+04
99.1,6.567e+03,9.004e+03,3.165e+04,4.722e+04
100.7,6.069e+03,9.213e+03,2.709e+04,4.237e+04
102.3,4.982e+03,9.664e+03,2.592e+04,4.057e+04
103.9,4.258e+03,1.167e+04,2.813e+04,4.406e+04
105.4,3.224e+03,1.488e+04,2.981e+04,4.791e+04
107.0,2.658e+03,1.904e+04,3.197e+04,5.366e+04
108.6,3.321e+03,2.328e+04,3.562e+04,6.222e+04
110.2,4.862e+03,2.849e+04,3.992e+04,7.327e+04
111.8,6.360e+03,3.355e+04,4.283e+04,8.274e+04
113.4,1.445e+04,5.168e+04,6.956e+04,1.357e+05
115.0,6.949e+04,1.240e+05,2.931e+05,4.866e+05
116.6,1.512e+05,1.957e+05,5.746e+05,9.216e+05
118.2,2.023e+05,2.181e+05,7.055e+05,1.126e+06
119.8,2.543e+05,2.505e+05,8.365e+05,1.341e+06
121.4,3.182e+05,2.943e+05,9.857e+05,1.598e+06
123.0,3.926e+05,3.349e+05,1.148e+06,1.875e+06
124.6,4.555e+05,3.473e+05,1.298e+06,2.100e+06
126.2,5.266e+05,3.424e+05,1.464e+06,2.333e+06
127.8,6.154e+05,3.718e+05,1.722e+06,2.709e+06
129.4,6.994e+05,4.131e+05,2.043e+06,3.156e+06
131.0,7.481e+05,4.200e+05,2.290e+06,3.459e+06
132.6,5.589e+05,3.277e+05,1.734e+06,2.620e+06
134.2,1.119e+05,1.131e+05,3.594e+05,5.844e+05
135.8,2.989e+04,7.247e+04,1.004e+05,2.027e+05
137.4,3.370e+04,7.975e+04,1.162e+05,2.296e+05
139.0,3.708e+04,8.178e+04,1.271e+05,2.459e+05
140.6,3.790e+04,7.873e+04,1.308e+05,2.474e+05
142.2,3.693e+04,7.475e+04,1.329e+05,2.446e+05
143.8,3.559e+04,6.316e+04,1.285e+05,2.273e+05
145.4,3.492e+04,4.958e+04,1.231e+05,2.076e+05
147.0,3.416e+04,4.735e+04,1.198e+05,2.014e+05
148.6,3.154e+04,6.227e+04,1.086e+05,2.024e+05
150.2,3.615e+04,8.567e+04,1.095e+05,2.314e+05
151.8,4.248e+04,9.901e+04,1.150e+05,2.565e+05
153.4,5.298e+04,1.037e+05,1.310e+05,2.877e+05
155.0,6.707e+04,1.144e+05,1.611e+05,3.426e+05
156.6,8.082e+04,1.264e+05,1.889e+05,3.962e+05
158.2,9.231e+04,1.345e+05,2.115e+05,4.383e+05
159.8,1.025e+05,1.378e+05,2.345e+05,4.748e+05
161.4,1.085e+05,1.398e+05,2.493e+05,4.976e+05
163.0,1.078e+05,1.361e+05,2.464e+05,4.903e+05
164.6,9.923e+04,1.212e+05,2.238e+05,4.442e+05
166.2,8.464e+04,9.405e+04,1.877e+05,3.664e+05
167.8,7.049e+04,7.404e+04,1.540e+05,2.985e+05
169.4,5.393e+04,5.478e+04,1.150e+05,2.237e+05
171.0,3.342e+04,3.403e+04,6.749e+04,1.349e+05
172.6,1.685e+04,1.781e+04,3.091e+04,6.557e+04
174.2,1.140e+04,1.355e+04,1.679e+04,4.174e+04
175.7,9.629e+03,1.184e+04,1.208e+04,3.354e+04
177.3,8.840e+03,1.109e+04,9.942e+03,2.987e+04
178.9,8.364e+03,1.006e+04,9.204e+03,2.763e+04
180.5,8.251e+03,9.570e+03,1.025e+04,2.807e+04
182.1,8.562e+03,8.784e+03,1.127e+04,2.861e+04
183.7,8.182e+03,8.090e+03,1.141e+04,2.768e+04
185.3,7.428e+03,7.646e+03,1.082e+04,2.590e+04
186.9,6.877e+03,6.798e+03,1.051e+04,2.419e+04
188.5,6.494e+03,6.506e+03,1.075e+04,2.375e+04
190.1,6.308e+03,6.134e+03,1.152e+04,2.397e+04
191.7,6.008e+03,5.905e+03,1.177e+04,2.368e+04
193.3,6.446e+03,6.099e+03,1.349e+04,2.604e+04
194.9,6.847e+03,6.348e+03,1.489e+04,2.809e+04
196.5,6.213e+03,5.046e+03,1.252e+04,2.378e+04
198.1,5.112e+03,3.512e+03,9.971e+03,1.860e+04
199.7,5.316e+03,3.147e+03,1.219e+04,2.065e+04
